tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2005-433,Scottsdale,Hard,32,A,20050221,6,102925,,,Justin Gimelstob,R,196,USA,28.0711841205,149,317,104019,,,Kristof Vliegen,R,193,BEL,22.6694045175,106,408,6-3 7-6(3),3,R32,73,12,7,68,46,41,10,11,0,0,5,2,56,35,26,15,10,1,2
2005-433,Scottsdale,Hard,32,A,20050221,7,102785,,,Glenn Weiner,R,188,USA,28.8213552361,185,229,104433,,Q,Frank Dancevic,R,185,CAN,20.4052019165,154,306,6-4 7-6(4),3,R32,78,6,3,65,42,34,14,11,1,2,10,4,76,46,36,13,11,2,4
2005-433,Scottsdale,Hard,32,A,20050221,8,102694,8,,Lars Burgsmuller,R,183,GER,29.2128678987,88,461,104229,,,Yen Hsun Lu,R,180,TPE,21.5249828884,101,415,4-6 6-4 7-6(3),3,R32,146,5,4,122,67,46,26,16,11,16,1,5,95,49,33,22,16,6,11
2005-433,Scottsdale,Hard,32,A,20050221,9,103789,6,,Irakli Labadze,L,188,GEO,23.704312115,71,530,104864,,WC,Alex Kuznetsov,R,183,USA,18.045174538,427,64,3-6 7-5 6-1,3,R32,110,4,2,74,51,39,12,14,1,3,6,3,95,51,32,25,14,5,9
2005-433,Scottsdale,Hard,32,A,20050221,10,104117,,,Giovanni Lapentti,R,193,ECU,22.0752908966,134,340,103325,,,Wesley Moodie,R,196,RSA,26.0205338809,114,384,6-4 6-1,3,R32,68,1,2,48,24,20,14,8,1,1,4,3,57,36,23,7,9,1,5
2005-433,Scottsdale,Hard,32,A,20050221,11,102882,,,Mark Philippoussis,R,196,AUS,28.2902121834,201,210,102494,,,Tomas Behrend,R,193,GER,30.1957563313,104,410,7-5 1-6 6-4,3,R32,129,12,4,89,54,39,18,14,4,7,6,6,99,57,39,22,15,7,10
2005-433,Scottsdale,Hard,32,A,20050221,12,104339,3,,Mario Ancic,R,196,CRO,20.8980150582,29,1131,104717,,WC,Brendan Evans,R,188,USA,18.8747433265,565,37,3-6 6-2 6-3,3,R32,96,8,3,74,46,36,16,13,1,3,2,3,78,45,30,15,13,2,6
2005-433,Scottsdale,Hard,32,A,20050221,13,103484,,,James Blake,R,185,USA,25.1526351814,155,305,102202,7,,Kenneth Carlsen,L,190,DEN,31.8494182067,57,710,7-6(9) 7-5,3,R32,106,1,2,84,51,38,16,12,4,7,7,2,87,54,40,16,12,7,11
2005-433,Scottsdale,Hard,32,A,20050221,14,102269,,,Jeff Salzenstein,L,185,USA,31.356605065,150,316,104166,,,Alex Bogomolov Jr,R,178,RUS,21.8343600274,133,340,6-3 7-6(4),3,R32,86,14,5,80,50,37,13,11,1,3,1,2,66,46,26,14,10,3,6
2005-433,Scottsdale,Hard,32,A,20050221,15,104386,,,Janko Tipsarevic,R,180,SRB,20.6680355921,100,423,102998,,,Jan Michael Gambill,R,190,USA,27.7207392197,111,395,6-4 6-2,3,R32,78,4,2,66,30,23,20,9,0,0,11,2,64,35,24,12,9,4,7
2005-433,Scottsdale,Hard,32,A,20050221,16,102434,2,,Vincent Spadea,R,183,USA,30.5954825462,21,1320,104035,,Q,Bobby Reynolds,R,183,USA,22.6009582478,188,223,1-6 7-6(4) 7-6(2),3,R32,132,8,5,104,56,39,24,16,8,14,14,6,106,55,42,25,15,7,10
2005-433,Scottsdale,Hard,32,A,20050221,17,102106,,,Davide Sanguinetti,R,188,ITA,32.4928131417,109,403,102834,,LL,Paul Goldstein,R,178,USA,28.5503080082,162,277,3-6 6-1 6-4,3,R16,100,8,1,86,55,41,19,13,7,8,3,3,81,47,34,15,13,5,8
2005-433,Scottsdale,Hard,32,A,20050221,18,103294,,,Christophe Rochus,R,170,BEL,26.1875427789,83,482,103240,5,,Kevin Kim,R,180,USA,26.5763175907,65,579,6-3 6-1,3,R16,59,0,1,51,29,21,15,8,4,4,4,4,52,28,16,11,8,3,7
2005-433,Scottsdale,Hard,32,A,20050221,19,101885,,,Wayne Arthurs,L,190,AUS,33.9329226557,99,423,102925,,,Justin Gimelstob,R,196,USA,28.0711841205,149,317,6-2 6-7(5) 7-6(6),3,R16,141,18,7,98,44,38,34,16,0,0,12,5,123,75,54,21,16,7,9
2005-433,Scottsdale,Hard,32,A,20050221,20,102785,,,Glenn Weiner,R,188,USA,28.8213552361,185,229,102694,8,,Lars Burgsmuller,R,183,GER,29.2128678987,88,461,6-4 6-4,3,R16,82,8,1,59,35,30,10,10,4,6,2,2,63,41,24,10,10,5,9
2005-433,Scottsdale,Hard,32,A,20050221,21,104117,,,Giovanni Lapentti,R,193,ECU,22.0752908966,134,340,103789,6,,Irakli Labadze,L,188,GEO,23.704312115,71,530,6-2 6-2,3,R16,63,4,2,46,30,26,9,8,2,2,2,5,60,36,18,11,8,8,12
2005-433,Scottsdale,Hard,32,A,20050221,22,104339,3,,Mario Ancic,R,196,CRO,20.8980150582,29,1131,102882,,,Mark Philippoussis,R,196,AUS,28.2902121834,201,210,6-1 7-6(3),3,R16,74,10,2,59,36,29,13,10,2,4,1,5,56,37,21,7,9,1,5
2005-433,Scottsdale,Hard,32,A,20050221,23,103484,,,James Blake,R,185,USA,25.1526351814,155,305,102269,,,Jeff Salzenstein,L,185,USA,31.356605065,150,316,6-2 6-4,3,R16,67,5,0,74,42,30,16,9,8,8,4,2,46,27,19,10,9,2,5
2005-433,Scottsdale,Hard,32,A,20050221,24,102434,2,,Vincent Spadea,R,183,USA,30.5954825462,21,1320,104386,,,Janko Tipsarevic,R,180,SRB,20.6680355921,100,423,6-4 4-6 6-4,3,R16,126,4,1,98,45,35,27,15,8,11,5,3,94,44,31,27,15,3,7
2005-433,Scottsdale,Hard,32,A,20050221,25,103294,,,Christophe Rochus,R,170,BEL,26.1875427789,83,482,102106,,,Davide Sanguinetti,R,188,ITA,32.4928131417,109,403,6-4 6-3,3,QF,78,2,1,65,39,28,17,9,5,5,2,4,65,34,26,12,10,3,6
2005-433,Scottsdale,Hard,32,A,20050221,26,101885,,,Wayne Arthurs,L,190,AUS,33.9329226557,99,423,102785,,,Glenn Weiner,R,188,USA,28.8213552361,185,229,6-3 7-6(3),3,QF,81,15,5,68,32,29,22,11,2,2,7,7,69,36,30,16,10,4,5
2005-433,Scottsdale,Hard,32,A,20050221,27,104339,3,,Mario Ancic,R,196,CRO,20.8980150582,29,1131,104117,,,Giovanni Lapentti,R,193,ECU,22.0752908966,134,340,6-1 6-4,3,QF,66,9,2,57,35,27,15,9,3,3,0,1,45,24,16,11,8,3,6
2005-433,Scottsdale,Hard,32,A,20050221,28,102434,2,,Vincent Spadea,R,183,USA,30.5954825462,21,1320,103484,,,James Blake,R,185,USA,25.1526351814,155,305,7-6(6) 6-1,3,QF,88,3,2,76,33,24,22,9,6,8,3,7,64,32,22,11,10,1,6
2005-433,Scottsdale,Hard,32,A,20050221,29,101885,,,Wayne Arthurs,L,190,AUS,33.9329226557,99,423,103294,,,Christophe Rochus,R,170,BEL,26.1875427789,83,482,7-5 7-6(2),3,SF,79,19,2,63,32,29,25,12,0,0,5,2,67,49,39,10,12,1,2
2005-433,Scottsdale,Hard,32,A,20050221,30,104339,3,,Mario Ancic,R,196,CRO,20.8980150582,29,1131,102434,2,,Vincent Spadea,R,183,USA,30.5954825462,21,1320,6-1 6-4,3,SF,79,5,3,64,40,30,11,9,2,3,1,2,48,24,13,12,8,1,5
2005-433,Scottsdale,Hard,32,A,20050221,31,101885,,,Wayne Arthurs,L,190,AUS,33.9329226557,99,423,104339,3,,Mario Ancic,R,196,CRO,20.8980150582,29,1131,7-5 6-3,3,F,81,9,0,53,31,28,17,11,0,0,10,2,65,40,28,11,10,5,7
2005-533,Costa Do Sauipe,Clay,32,A,20050214,1,103672,9,,Ricardo Mello,L,175,BRA,24.1505817933,56,667,103656,,,Albert Montanes,R,175,ESP,24.219028063,96,436,3-6 6-4 6-4,3,R32,122,4,3,105,59,44,21,15,8,10,3,2,70,39,31,21,14,3,5
2005-533,Costa Do Sauipe,Clay,32,A,20050214,2,103506,,Q,Martin Vassallo Arguello,R,183,ARG,25.0130047912,227,184,102456,,,Felix Mantilla,R,180,ESP,30.3956194387,97,433,7-6(1) 4-6 6-3,3,R32,177,3,1,103,66,43,25,16,4,8,3,6,94,47,33,25,15,5,9
2005-533,Costa Do Sauipe,Clay,32,A,20050214,3,103490,,,Santiago Ventura,R,183,ESP,25.1115674196,84,477,104597,,,Nicolas Almagro,R,183,ESP,19.485284052,89,465,4-6 6-4 6-1,3,R32,98,4,3,76,44,29,17,13,4,8,8,2,74,41,25,14,14,2,9
2005-533,Costa Do Sauipe,Clay,32,A,20050214,4,102374,,WC,Alex Corretja,R,180,ESP,30.8473648186,126,355,103970,5,,David Ferrer,R,175,ESP,22.8720054757,47,795,0-6 7-5 RET,3,R32,92,1,2,55,33,19,10,9,5,10,1,1,67,42,26,12,9,14,17
2005-533,Costa Do Sauipe,Clay,32,A,20050214,5,103428,3,,Juan Ignacio Chela,R,190,ARG,25.4620123203,23,1245,102694,,,Lars Burgsmuller,R,183,GER,29.1937029432,91,461,6-4 6-0,3,R32,73,1,1,49,28,23,8,8,5,7,0,3,54,24,15,6,8,1,7
2005-533,Costa Do Sauipe,Clay,32,A,20050214,6,102860,,,Agustin Calleri,R,183,ARG,28.4188911704,60,615,103808,,,Potito Starace,R,188,ITA,23.5893223819,65,579,6-1 6-1,3,R32,52,10,1,41,23,21,9,7,1,1,1,1,45,28,9,9,7,3,8
2005-533,Costa Do Sauipe,Clay,32,A,20050214,7,102231,,,Alex Calatrava,R,190,ESP,31.6714579055,86,474,102548,,Q,Juan Antonio Marin,R,175,CRC,29.9575633128,266,145,6-3 6-4,3,R32,84,3,2,62,49,34,7,10,4,5,1,2,47,21,11,15,9,1,4
2005-533,Costa Do Sauipe,Clay,32,A,20050214,8,104745,6,,Rafael Nadal,L,185,ESP,18.7022587269,48,790,104076,,,Jose Acasuso,R,190,ARG,22.3216974675,55,711,7-6(1) 6-3,3,R32,114,5,1,71,56,40,10,11,6,7,4,2,74,36,25,18,10,9,11
2005-533,Costa Do Sauipe,Clay,32,A,20050214,9,103151,7,,Mariano Zabaleta,R,183,ARG,26.9623545517,51,770,103264,,,Mariano Puerta,L,180,ARG,26.4065708419,75,517,6-4 6-2,3,R32,52,12,0,41,20,17,19,9,0,0,2,5,50,24,15,14,9,3,6
2005-533,Costa Do Sauipe,Clay,32,A,20050214,10,104198,,LL,Guillermo Garcia Lopez,R,188,ESP,21.7002053388,88,467,104338,,,Juan Monaco,R,185,ARG,20.8815879535,80,488,6-1 6-3,3,R32,79,2,2,49,27,22,13,8,0,0,0,4,57,30,17,10,8,4,8
2005-533,Costa Do Sauipe,Clay,32,A,20050214,11,103908,,,Paul Henri Mathieu,R,185,FRA,23.0910335387,101,421,103176,,,David Sanchez,R,183,ESP,26.8227241615,95,438,6-4 6-0,3,R32,82,1,3,48,30,20,11,8,2,3,3,1,55,33,17,7,8,2,7
2005-533,Costa Do Sauipe,Clay,32,A,20050214,12,103252,,,Alberto Martin,R,175,ESP,26.4887063655,61,610,103835,4,,Filippo Volandri,R,183,ITA,23.4442162902,41,885,7-5 1-0 RET,3,R32,49,1,3,29,15,13,9,6,1,2,1,5,47,24,14,10,7,1,4
2005-533,Costa Do Sauipe,Clay,32,A,20050214,13,102610,8,,Albert Costa,R,180,ESP,29.6427104723,54,740,103169,,,Oscar Hernandez,R,180,ESP,26.8501026694,83,478,7-6(2) 4-6 4-4 RET,3,R32,173,4,3,104,65,38,24,15,8,13,4,3,100,51,35,25,15,5,9
2005-533,Costa Do Sauipe,Clay,32,A,20050214,14,103737,,Q,Edgardo Massa,R,180,ARG,23.9014373717,123,368,103581,,,Flavio Saretta,R,183,BRA,24.6324435318,130,341,6-3 6-1,3,R32,73,2,1,53,29,20,12,8,8,10,1,3,50,28,14,5,8,5,11
2005-533,Costa Do Sauipe,Clay,32,A,20050214,15,102987,,WC,Andre Sa,R,185,BRA,27.7782340862,159,277,103395,,WC,Julio Silva,R,173,BRA,25.6262833676,183,235,6-2 6-4,3,R32,82,0,1,57,42,26,7,9,2,5,3,1,53,27,13,8,9,2,8
2005-533,Costa Do Sauipe,Clay,32,A,20050214,16,103429,,Q,Peter Luczak,R,183,AUS,25.4592744695,155,305,103602,2,,Fernando Gonzalez,R,183,CHI,24.5475701574,17,1350,3-6 6-3 7-5,3,R32,116,6,2,99,72,51,14,15,9,11,10,8,87,44,35,21,15,3,6
2005-533,Costa Do Sauipe,Clay,32,A,20050214,17,103672,9,,Ricardo Mello,L,175,BRA,24.1505817933,56,667,103506,,Q,Martin Vassallo Arguello,R,183,ARG,25.0130047912,227,184,6-3 1-0 RET,3,R16,67,5,0,30,19,15,7,5,1,1,1,1,45,30,17,6,5,5,7
2005-533,Costa Do Sauipe,Clay,32,A,20050214,18,103490,,,Santiago Ventura,R,183,ESP,25.1115674196,84,477,102374,,WC,Alex Corretja,R,180,ESP,30.8473648186,126,355,6-4 6-4,3,R16,106,5,3,62,37,29,12,10,4,6,1,1,55,27,15,14,10,4,8
2005-533,Costa Do Sauipe,Clay,32,A,20050214,19,102860,,,Agustin Calleri,R,183,ARG,28.4188911704,60,615,103428,3,,Juan Ignacio Chela,R,190,ARG,25.4620123203,23,1245,7-6(2) 6-1,3,R16,90,8,3,58,33,26,15,10,0,1,1,3,67,36,24,13,9,4,7
2005-533,Costa Do Sauipe,Clay,32,A,20050214,20,104745,6,,Rafael Nadal,L,185,ESP,18.7022587269,48,790,102231,,,Alex Calatrava,R,190,ESP,31.6714579055,86,474,6-3 6-3,3,R16,163,2,0,50,31,25,14,9,1,1,2,3,67,45,27,8,9,5,8
2005-533,Costa Do Sauipe,Clay,32,A,20050214,21,103151,7,,Mariano Zabaleta,R,183,ARG,26.9623545517,51,770,104198,,LL,Guillermo Garcia Lopez,R,188,ESP,21.7002053388,88,467,6-2 6-2,3,R16,63,2,2,47,27,21,10,8,0,1,1,2,45,34,15,4,8,1,6
2005-533,Costa Do Sauipe,Clay,32,A,20050214,22,103252,,,Alberto Martin,R,175,ESP,26.4887063655,61,610,103908,,,Paul Henri Mathieu,R,185,FRA,23.0910335387,101,421,6-2 7-5,3,R16,96,3,6,63,27,19,19,10,2,5,5,2,69,42,22,12,10,7,13
2005-533,Costa Do Sauipe,Clay,32,A,20050214,23,103737,,Q,Edgardo Massa,R,180,ARG,23.9014373717,123,368,102610,8,,Albert Costa,R,180,ESP,29.6427104723,54,740,6-7(3) 6-1 7-6(7),3,R16,156,5,3,114,69,49,29,16,5,6,3,2,96,58,41,22,15,1,4
2005-533,Costa Do Sauipe,Clay,32,A,20050214,24,103429,,Q,Peter Luczak,R,183,AUS,25.4592744695,155,305,102987,,WC,Andre Sa,R,185,BRA,27.7782340862,159,277,3-6 6-3 6-0,3,R16,112,6,0,79,60,34,11,12,4,9,2,2,83,60,26,9,12,14,22
2005-533,Costa Do Sauipe,Clay,32,A,20050214,25,103672,9,,Ricardo Mello,L,175,BRA,24.1505817933,56,667,103490,,,Santiago Ventura,R,183,ESP,25.1115674196,84,477,7-5 6-1,3,QF,80,6,4,55,29,21,14,9,1,3,3,5,56,26,17,8,10,2,8
2005-533,Costa Do Sauipe,Clay,32,A,20050214,26,104745,6,,Rafael Nadal,L,185,ESP,18.7022587269,48,790,102860,,,Agustin Calleri,R,183,ARG,28.4188911704,60,615,6-2 6-7(5) 6-4,3,QF,151,0,0,100,80,54,14,15,6,8,9,3,110,68,44,17,15,5,10
2005-533,Costa Do Sauipe,Clay,32,A,20050214,27,103252,,,Alberto Martin,R,175,ESP,26.4887063655,61,610,103151,7,,Mariano Zabaleta,R,183,ARG,26.9623545517,51,770,7-6(6) 6-4,3,QF,136,4,6,92,48,38,19,11,5,7,6,4,90,54,36,15,11,4,7
2005-533,Costa Do Sauipe,Clay,32,A,20050214,28,103429,,Q,Peter Luczak,R,183,AUS,25.4592744695,155,305,103737,,Q,Edgardo Massa,R,180,ARG,23.9014373717,123,368,1-6 7-5 6-1,3,QF,109,2,0,82,61,40,14,13,4,6,4,1,89,45,28,26,13,6,9
2005-533,Costa Do Sauipe,Clay,32,A,20050214,29,104745,6,,Rafael Nadal,L,185,ESP,18.7022587269,48,790,103672,9,,Ricardo Mello,L,175,BRA,24.1505817933,56,667,2-6 6-2 6-4,3,SF,151,0,2,79,59,35,11,13,2,6,3,1,95,64,38,15,13,6,11
2005-533,Costa Do Sauipe,Clay,32,A,20050214,30,103252,,,Alberto Martin,R,175,ESP,26.4887063655,61,610,103429,,Q,Peter Luczak,R,183,AUS,25.4592744695,155,305,6-2 6-3,3,SF,71,4,2,59,35,25,12,9,6,8,0,0,39,27,9,7,8,1,6
2005-533,Costa Do Sauipe,Clay,32,A,20050214,31,104745,6,,Rafael Nadal,L,185,ESP,18.7022587269,48,790,103252,,,Alberto Martin,R,175,ESP,26.4887063655,61,610,6-0 6-7(2) 6-1,3,F,126,0,2,74,50,31,12,12,5,8,1,2,84,45,25,13,13,6,15
2005-308,Munich,Clay,32,A,20050425,1,103900,1,,David Nalbandian,R,180,ARG,23.3127994524,10,1930,102839,,,Nicolas Lapentti,R,188,ECU,28.6981519507,113,391,7-5 1-6 6-4,3,R32,145,3,4,79,46,28,14,14,5,11,2,0,109,72,43,16,15,10,16
2005-308,Munich,Clay,32,A,20050425,2,103429,,Q,Peter Luczak,R,183,AUS,25.6509240246,134,335,104252,,,Florian Mayer,R,190,GER,21.5550992471,48,800,2-6 6-3 6-2,3,R32,99,4,4,90,54,38,18,13,7,10,3,2,89,66,41,9,12,4,8
2005-308,Munich,Clay,32,A,20050425,3,104338,,,Juan Monaco,R,185,ARG,21.0732375086,72,530,102694,,,Lars Burgsmuller,R,183,GER,29.3853524983,92,453,7-5 6-3,3,R32,88,1,2,68,49,33,11,10,8,9,3,2,65,40,26,10,11,2,6
2005-308,Munich,Clay,32,A,20050425,4,103387,7,,Paradorn Srichaphan,R,185,THA,25.864476386,34,975,103193,,,Peter Wessels,R,196,NED,26.9678302533,77,506,6-3 6-4,3,R32,62,8,2,61,36,28,16,10,4,4,5,2,53,45,31,3,9,3,5
2005-308,Munich,Clay,32,A,20050425,5,104339,3,,Mario Ancic,R,196,CRO,21.0704996578,19,1270,104076,,,Jose Acasuso,R,190,ARG,22.5133470226,68,561,6-2 6-4,3,R32,61,7,2,42,23,22,11,9,0,1,3,3,58,26,18,12,9,2,6
2005-308,Munich,Clay,32,A,20050425,6,103813,,Q,Jarkko Nieminen,L,185,FIN,23.7563312799,128,342,102539,,Q,Bohdan Ulihrach,R,188,CZE,30.1683778234,116,386,7-5 6-1,3,R32,66,2,1,65,48,30,8,9,6,8,2,1,62,38,18,11,10,7,13
2005-308,Munich,Clay,32,A,20050425,7,103455,,Q,Michal Mertinak,R,180,SVK,25.5386721424,158,283,103898,,,Julien Benneteau,R,185,FRA,23.3456536619,98,426,6-4 6-1,3,R32,125,3,2,63,41,30,13,9,5,5,5,2,54,37,22,8,8,3,6
2005-308,Munich,Clay,32,A,20050425,8,103672,,,Ricardo Mello,L,175,BRA,24.3422313484,55,729,102783,8,,Rainer Schuettler,R,180,GER,28.9993155373,63,600,6-4 6-2,3,R32,78,1,0,52,41,28,9,9,3,4,3,3,67,41,26,10,9,8,12
2005-308,Munich,Clay,32,A,20050425,9,104214,6,,Igor Andreev,R,185,RUS,21.7823408624,37,954,103181,,,Jiri Vanek,R,185,CZE,27.0034223135,89,454,6-1 6-2,3,R32,47,5,0,37,26,24,8,8,0,0,2,1,49,33,17,7,7,3,7
2005-308,Munich,Clay,32,A,20050425,10,101885,,,Wayne Arthurs,L,190,AUS,34.1054072553,90,453,103789,,,Irakli Labadze,L,188,GEO,23.8767967146,166,275,6-3 6-3,3,R32,63,15,7,65,31,27,15,9,4,5,3,4,57,30,15,16,9,7,11
2005-308,Munich,Clay,32,A,20050425,11,102703,,,Hyung Taik Lee,R,180,KOR,29.3086926762,58,671,103444,,LL,Jean Rene Lisnard,R,173,MON,25.582477755,102,422,6-4 3-6 6-3,3,R32,112,2,4,94,55,36,21,14,4,6,2,0,99,50,33,30,14,9,12
2005-308,Munich,Clay,32,A,20050425,12,103163,4,,Tommy Haas,R,188,GER,27.06091718,22,1245,104597,,,Nicolas Almagro,R,183,ESP,19.6769336071,99,426,7-5 6-3,3,R32,79,12,0,58,44,32,10,11,0,1,2,0,79,54,28,17,10,4,7
2005-308,Munich,Clay,32,A,20050425,13,102318,5,,Andrei Pavel,R,183,ROU,31.241615332,38,950,102565,,WC,Alexander Waske,R,188,GER,30.0698151951,130,341,6-4 6-4,3,R32,69,7,1,61,40,31,11,10,1,1,7,0,54,39,30,8,10,4,6
2005-308,Munich,Clay,32,A,20050425,14,102854,,,Sjeng Schalken,R,193,NED,28.6269678303,85,470,104121,,WC,Tobias Summerer,R,185,GER,22.2286105407,174,254,6-2 7-5,3,R32,94,1,0,78,55,35,13,10,5,6,2,1,54,30,21,12,10,5,9
2005-308,Munich,Clay,32,A,20050425,15,103171,,,Raemon Sluiter,R,185,NED,27.0335386721,103,422,102720,,,Tomas Zib,R,178,CZE,29.2320328542,60,631,6-4 6-2,3,R32,75,17,5,59,35,30,11,9,3,3,5,1,65,41,26,13,9,6,9
2005-308,Munich,Clay,32,A,20050425,16,103786,2,,Nikolay Davydenko,R,178,RUS,23.8959616701,16,1490,103592,,,Jerome Haehnel,R,185,FRA,24.7802874743,87,459,7-6(2) 6-2,3,R32,75,4,1,59,48,30,6,10,1,4,2,1,62,36,18,11,10,4,9
2005-308,Munich,Clay,32,A,20050425,17,103900,1,,David Nalbandian,R,180,ARG,23.3127994524,10,1930,103429,,Q,Peter Luczak,R,183,AUS,25.6509240246,134,335,6-2 6-2,3,R16,72,4,2,53,26,22,16,8,2,2,0,1,51,32,18,7,8,6,10
2005-308,Munich,Clay,32,A,20050425,18,104338,,,Juan Monaco,R,185,ARG,21.0732375086,72,530,103387,7,,Paradorn Srichaphan,R,185,THA,25.864476386,34,975,7-6(12) 2-6 6-3,3,R16,131,0,0,105,77,50,15,15,1,4,4,0,86,56,42,17,14,1,3
2005-308,Munich,Clay,32,A,20050425,19,103813,,Q,Jarkko Nieminen,L,185,FIN,23.7563312799,128,342,104339,3,,Mario Ancic,R,196,CRO,21.0704996578,19,1270,7-6(5) 6-4,3,R16,89,2,0,73,48,32,19,11,5,6,5,2,61,38,29,13,11,0,2
2005-308,Munich,Clay,32,A,20050425,20,103455,,Q,Michal Mertinak,R,180,SVK,25.5386721424,158,283,103672,,,Ricardo Mello,L,175,BRA,24.3422313484,55,729,6-3 6-0,3,R16,61,2,3,61,44,33,7,8,6,6,0,3,44,25,12,9,7,2,6
2005-308,Munich,Clay,32,A,20050425,21,101885,,,Wayne Arthurs,L,190,AUS,34.1054072553,90,453,104214,6,,Igor Andreev,R,185,RUS,21.7823408624,37,954,6-4 6-7(5) 7-6(3),3,R16,132,16,3,99,51,44,33,17,0,0,12,1,110,72,56,20,17,3,4
2005-308,Munich,Clay,32,A,20050425,22,103163,4,,Tommy Haas,R,188,GER,27.06091718,22,1245,102703,,,Hyung Taik Lee,R,180,KOR,29.3086926762,58,671,6-3 6-4,3,R16,68,7,0,58,32,27,16,10,4,4,5,0,50,30,25,9,9,1,3
2005-308,Munich,Clay,32,A,20050425,23,102318,5,,Andrei Pavel,R,183,ROU,31.241615332,38,950,102854,,,Sjeng Schalken,R,193,NED,28.6269678303,85,470,6-1 1-6 6-1,3,R16,90,6,0,64,41,26,12,11,1,5,1,0,69,54,24,8,10,6,12
2005-308,Munich,Clay,32,A,20050425,24,103171,,,Raemon Sluiter,R,185,NED,27.0335386721,103,422,103786,2,,Nikolay Davydenko,R,178,RUS,23.8959616701,16,1490,6-1 1-6 6-3,3,R16,96,4,1,75,48,32,16,12,2,4,4,1,65,45,32,9,11,2,5
2005-308,Munich,Clay,32,A,20050425,25,103900,1,,David Nalbandian,R,180,ARG,23.3127994524,10,1930,104338,,,Juan Monaco,R,185,ARG,21.0732375086,72,530,6-0 6-4,3,QF,66,1,1,41,27,20,7,8,2,4,0,1,46,26,13,5,8,1,7
2005-308,Munich,Clay,32,A,20050425,26,103813,,Q,Jarkko Nieminen,L,185,FIN,23.7563312799,128,342,103455,,Q,Michal Mertinak,R,180,SVK,25.5386721424,158,283,3-6 6-1 6-4,3,QF,113,4,2,99,71,50,11,13,6,8,3,1,90,57,35,17,13,4,8
2005-308,Munich,Clay,32,A,20050425,27,103163,4,,Tommy Haas,R,188,GER,27.06091718,22,1245,101885,,,Wayne Arthurs,L,190,AUS,34.1054072553,90,453,7-6(6) 7-6(5),3,QF,102,3,2,77,50,42,21,12,2,2,19,3,81,51,41,20,12,2,2
2005-308,Munich,Clay,32,A,20050425,28,102318,5,,Andrei Pavel,R,183,ROU,31.241615332,38,950,103171,,,Raemon Sluiter,R,185,NED,27.0335386721,103,422,6-1 3-6 6-3,3,QF,93,2,2,77,48,36,15,13,5,7,7,3,69,43,27,15,12,2,6
2005-308,Munich,Clay,32,A,20050425,29,103900,1,,David Nalbandian,R,180,ARG,23.3127994524,10,1930,103813,,Q,Jarkko Nieminen,L,185,FIN,23.7563312799,128,342,6-3 6-0,3,SF,59,3,3,52,36,25,8,8,3,5,0,0,36,23,8,2,7,1,7
2005-308,Munich,Clay,32,A,20050425,30,102318,5,,Andrei Pavel,R,183,ROU,31.241615332,38,950,103163,4,,Tommy Haas,R,188,GER,27.06091718,22,1245,6-4 6-7(2) 6-4,3,SF,167,6,1,122,81,50,19,16,11,16,4,5,108,62,41,18,16,4,11
2005-308,Munich,Clay,32,A,20050425,31,103900,1,,David Nalbandian,R,180,ARG,23.3127994524,10,1930,102318,5,,Andrei Pavel,R,183,ROU,31.241615332,38,950,6-4 6-1,3,F,69,0,1,45,27,18,13,8,0,1,2,0,52,34,16,6,9,2,7
2005-306,St. Poelten,Clay,32,A,20050516,1,103786,1,,Nikolay Davydenko,R,178,RUS,23.9534565366,13,1505,103455,,Q,Michal Mertinak,R,180,SVK,25.5961670089,145,302,6-3 6-2,3,R32,73,3,2,46,33,22,9,8,1,2,2,2,55,37,18,6,9,3,8
2005-306,St. Poelten,Clay,32,A,20050516,2,102854,,,Sjeng Schalken,R,193,NED,28.6844626968,92,450,103240,,,Kevin Kim,R,180,USA,26.8062970568,68,571,6-3 2-6 6-3,3,R32,113,1,3,97,62,35,21,13,9,13,5,2,91,66,43,9,13,8,13
2005-306,St. Poelten,Clay,32,A,20050516,3,102456,,WC,Felix Mantilla,R,180,ESP,30.6447638604,89,458,103032,,Q,Francisco Fogues,L,190,ESP,27.7754962355,333,102,7-6(10) 7-5,3,R32,113,1,3,76,39,32,19,12,2,4,4,0,82,55,34,17,12,5,8
2005-306,St. Poelten,Clay,32,A,20050516,4,103264,5,,Mariano Puerta,L,180,ARG,26.6557152635,39,919,102231,,,Alex Calatrava,R,190,ESP,31.9206023272,87,473,7-5 6-2,3,R32,77,3,2,55,35,28,10,10,3,5,7,3,54,35,25,3,10,3,8
2005-306,St. Poelten,Clay,32,A,20050516,5,104076,,,Jose Acasuso,R,190,ARG,22.5708418891,69,561,104214,3,,Igor Andreev,R,185,RUS,21.839835729,38,925,3-6 6-3 6-2,3,R32,105,4,2,74,40,31,15,13,4,7,4,2,69,39,26,13,13,2,7
