tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2005-360,Casablanca,Clay,32,A,20050404,21,103264,6,,Mariano Puerta,L,180,ARG,26.5407255305,59,635,104597,,,Nicolas Almagro,R,183,ESP,19.6194387406,98,421,6-3 7-6(2),3,R16,83,2,0,70,49,39,12,11,2,2,7,3,61,36,28,12,10,3,4
2005-360,Casablanca,Clay,32,A,20050404,22,103096,,,Arnaud Clement,R,173,FRA,27.2963723477,111,388,102967,,Q,Marc Gicquel,R,188,FRA,28.0136892539,150,295,6-4 6-4,3,R16,103,7,1,73,37,31,12,10,4,7,2,1,67,37,21,13,10,7,12
2005-360,Casablanca,Clay,32,A,20050404,23,104180,7,,Gilles Muller,L,193,LUX,21.9055441478,64,566,104386,,,Janko Tipsarevic,R,180,SRB,20.7830253251,94,432,6-3 6-4,3,R16,68,8,3,61,39,31,13,10,4,4,1,1,48,22,17,14,9,0,2
2005-360,Casablanca,Clay,32,A,20050404,24,103835,2,,Filippo Volandri,R,183,ITA,23.5783709788,42,890,103813,,,Jarkko Nieminen,L,185,FIN,23.6988364134,123,347,3-6 6-1 6-4,3,R16,119,0,1,80,53,32,14,13,3,7,1,2,89,59,38,9,13,7,13
2005-360,Casablanca,Clay,32,A,20050404,25,102720,,,Tomas Zib,R,178,CZE,29.1745379877,77,500,103294,8,,Christophe Rochus,R,170,BEL,26.302532512,65,558,6-1 7-6(7),3,QF,102,5,1,75,44,33,17,10,10,12,3,1,71,43,28,8,9,1,5
2005-360,Casablanca,Clay,32,A,20050404,26,104338,,,Juan Monaco,R,185,ARG,21.015742642,101,419,104468,,Q,Gilles Simon,R,183,FRA,20.2683093771,119,355,4-6 6-2 7-5,3,QF,131,2,1,101,73,47,16,15,8,11,1,0,82,49,33,17,15,2,7
2005-360,Casablanca,Clay,32,A,20050404,27,103264,6,,Mariano Puerta,L,180,ARG,26.5407255305,59,635,103096,,,Arnaud Clement,R,173,FRA,27.2963723477,111,388,4-6 6-1 6-2,3,QF,112,9,1,66,42,35,16,13,1,2,13,4,88,49,29,22,12,9,13
2005-360,Casablanca,Clay,32,A,20050404,28,103835,2,,Filippo Volandri,R,183,ITA,23.5783709788,42,890,104180,7,,Gilles Muller,L,193,LUX,21.9055441478,64,566,7-6(0) 6-1,3,QF,93,2,2,63,47,37,10,10,4,4,2,4,89,56,36,13,9,14,16
2005-360,Casablanca,Clay,32,A,20050404,29,104338,,,Juan Monaco,R,185,ARG,21.015742642,101,419,102720,,,Tomas Zib,R,178,CZE,29.1745379877,77,500,6-2 6-4,3,SF,93,1,1,46,27,22,10,9,0,1,0,0,74,46,26,13,9,9,13
2005-360,Casablanca,Clay,32,A,20050404,30,103264,6,,Mariano Puerta,L,180,ARG,26.5407255305,59,635,103835,2,,Filippo Volandri,R,183,ITA,23.5783709788,42,890,6-3 7-6(6),3,SF,131,7,2,68,42,26,18,11,3,6,1,2,80,49,27,16,10,6,10
2005-360,Casablanca,Clay,32,A,20050404,31,103264,6,,Mariano Puerta,L,180,ARG,26.5407255305,59,635,104338,,,Juan Monaco,R,185,ARG,21.015742642,101,419,6-4 6-1,3,F,78,0,2,59,42,28,11,9,6,7,1,1,44,31,17,6,8,2,6
2005-451,Doha,Hard,32,A,20050103,1,103819,1,,Roger Federer,R,185,SUI,23.4058863792,,,103970,,,David Ferrer,R,175,ESP,22.7570157426,,,6-1 6-1,3,R32,58,1,1,52,39,27,7,7,0,0,1,2,46,25,11,9,7,2,7
2005-451,Doha,Hard,32,A,20050103,2,102257,,,Greg Rusedski,L,193,GBR,31.3264887064,,,103401,,,Jan Hernych,R,190,CZE,25.4948665298,,,6-3 7-5,3,R32,87,7,2,76,39,32,19,11,9,10,0,1,69,48,27,13,10,4,7
2005-451,Doha,Hard,32,A,20050103,3,103716,,Q,Uros Vico,R,188,ITA,23.871321013,,,103917,,,Nicolas Mahut,R,190,FRA,22.9514031485,,,4-6 6-3 6-4,3,R32,113,16,1,93,54,39,21,15,3,5,8,3,76,46,37,15,14,0,3
2005-451,Doha,Hard,32,A,20050103,4,103852,7,,Feliciano Lopez,L,188,ESP,23.2881587953,,,103835,,,Filippo Volandri,R,183,ITA,23.3292265572,,,7-5 6-3,3,R32,70,2,2,57,35,32,12,11,0,0,0,2,56,28,20,18,10,5,7
2005-451,Doha,Hard,32,A,20050103,5,103206,3,,Sebastien Grosjean,R,175,FRA,26.6009582478,,,104180,,,Gilles Muller,L,193,LUX,21.6563997262,,,7-6(3) 6-2,3,R32,97,3,0,68,40,30,19,10,4,5,2,4,65,44,25,12,10,0,3
2005-451,Doha,Hard,32,A,20050103,6,102703,,,Hyung Taik Lee,R,180,KOR,29.0020533881,,,104660,,Q,Sergiy Stakhovsky,R,193,UKR,18.9924709103,,,6-0 6-1,3,R32,,3,1,32,30,27,1,7,0,0,2,3,30,25,7,2,6,1,6
2005-451,Doha,Hard,32,A,20050103,7,103971,,,Karol Beck,R,180,SVK,22.7542778919,,,104214,,,Igor Andreev,R,185,RUS,21.4757015743,,,6-3 6-4,3,R32,85,3,2,65,47,38,7,10,5,5,3,5,62,39,26,10,9,5,7
2005-451,Doha,Hard,32,A,20050103,8,103786,8,,Nikolay Davydenko,R,178,RUS,23.5893223819,,,103333,,,Ivo Karlovic,R,208,CRO,25.8480492813,,,7-6(7) 6-3,3,R32,101,1,1,69,49,39,14,11,2,2,13,7,90,53,37,17,10,8,9
2005-451,Doha,Hard,32,A,20050103,9,103344,6,,Ivan Ljubicic,R,193,CRO,25.7960301164,,,104527,,Q,Stanislas Wawrinka,R,183,SUI,19.7700205339,,,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2005-451,Doha,Hard,32,A,20050103,10,104043,,WC,Marc Lopez,R,175,ESP,22.4284736482,,,102539,,,Bohdan Ulihrach,R,188,CZE,29.8617385352,,,7-5 7-6(2),3,R32,117,2,0,72,38,30,15,12,4,7,1,6,105,67,38,18,12,13,17
2005-451,Doha,Hard,32,A,20050103,11,104269,,,Fernando Verdasco,L,188,ESP,21.1362080767,,,104558,,WC,Mohammed Abdulla,U,,QAT,19.6167008898,1349,2,6-2 6-2,3,R32,54,5,3,45,26,22,11,8,1,1,0,6,49,22,14,10,8,1,5
2005-451,Doha,Hard,32,A,20050103,12,104745,,,Rafael Nadal,L,185,ESP,18.5872689938,,,104022,4,,Mikhail Youzhny,R,183,RUS,22.5270362765,,,6-3 7-6(3),3,R32,94,3,5,70,45,36,9,11,2,4,2,1,61,46,25,7,10,0,3
2005-451,Doha,Hard,32,A,20050103,13,103843,,Q,Marco Chiudinelli,R,185,SUI,23.3155373032,,,102318,5,,Andrei Pavel,R,183,ROU,30.9349760438,,,7-5 6-7(8) 6-4,3,R32,141,4,3,106,81,56,14,17,6,9,9,3,110,83,55,12,17,3,8
2005-451,Doha,Hard,32,A,20050103,14,102610,,,Albert Costa,R,180,ESP,29.5277207392,,,103176,,,David Sanchez,R,183,ESP,26.7077344285,,,6-3 6-4,3,R32,100,7,1,58,42,31,7,10,2,4,1,1,78,52,27,14,9,10,14
2005-451,Doha,Hard,32,A,20050103,15,102148,,,Fabrice Santoro,R,178,FRA,32.0684462697,,,102563,,,Thomas Johansson,R,180,SWE,29.7823408624,,,6-4 6-2,3,R32,79,9,2,61,37,27,17,9,5,5,5,1,64,39,28,7,9,5,8
2005-451,Doha,Hard,32,A,20050103,16,104792,,WC,Gael Monfils,R,193,FRA,18.340862423,,,103292,2,,Gaston Gaudio,R,175,ARG,26.0698151951,,,6-4 7-6(4),3,R32,97,3,2,67,33,27,19,11,4,5,0,0,67,50,29,16,11,3,5
2005-451,Doha,Hard,32,A,20050103,17,103819,1,,Roger Federer,R,185,SUI,23.4058863792,,,102257,,,Greg Rusedski,L,193,GBR,31.3264887064,,,6-3 6-4,3,R16,61,2,0,56,34,23,19,10,2,2,4,1,52,34,22,9,9,3,5
2005-451,Doha,Hard,32,A,20050103,18,103852,7,,Feliciano Lopez,L,188,ESP,23.2881587953,,,103716,,Q,Uros Vico,R,188,ITA,23.871321013,,,6-2 7-6(6),3,R16,97,7,3,66,36,30,16,10,2,3,5,3,75,44,28,16,10,6,9
2005-451,Doha,Hard,32,A,20050103,19,103206,3,,Sebastien Grosjean,R,175,FRA,26.6009582478,,,102703,,,Hyung Taik Lee,R,180,KOR,29.0020533881,,,6-3 6-0,3,R16,75,3,0,46,28,19,13,8,0,1,0,2,55,33,15,9,7,4,9
2005-451,Doha,Hard,32,A,20050103,20,103786,8,,Nikolay Davydenko,R,178,RUS,23.5893223819,,,103971,,,Karol Beck,R,180,SVK,22.7542778919,,,7-6(2) 6-2,3,R16,108,1,1,67,40,26,16,10,3,5,1,2,76,42,25,15,10,13,17
2005-451,Doha,Hard,32,A,20050103,21,103344,6,,Ivan Ljubicic,R,193,CRO,25.7960301164,,,104043,,WC,Marc Lopez,R,175,ESP,22.4284736482,,,6-1 6-4,3,R16,76,7,2,54,33,26,13,9,2,2,1,1,55,32,20,11,8,4,7
2005-451,Doha,Hard,32,A,20050103,22,104745,,,Rafael Nadal,L,185,ESP,18.5872689938,,,104269,,,Fernando Verdasco,L,188,ESP,21.1362080767,,,6-2 6-4,3,R16,72,2,1,48,28,21,10,9,2,4,1,3,61,39,21,6,9,8,13
2005-451,Doha,Hard,32,A,20050103,23,102610,,,Albert Costa,R,180,ESP,29.5277207392,,,103843,,Q,Marco Chiudinelli,R,185,SUI,23.3155373032,,,6-3 6-2,3,R16,77,9,2,44,27,24,8,8,3,4,5,0,67,48,28,5,9,5,10
2005-451,Doha,Hard,32,A,20050103,24,102148,,,Fabrice Santoro,R,178,FRA,32.0684462697,,,104792,,WC,Gael Monfils,R,193,FRA,18.340862423,,,6-2 4-6 7-5,3,R16,158,2,4,117,72,48,23,15,8,10,2,3,88,55,37,16,15,3,7
2005-451,Doha,Hard,32,A,20050103,25,103819,1,,Roger Federer,R,185,SUI,23.4058863792,,,103852,7,,Feliciano Lopez,L,188,ESP,23.2881587953,,,6-1 6-2,3,QF,51,6,1,41,27,23,10,8,1,1,0,4,47,29,17,5,7,2,6
2005-451,Doha,Hard,32,A,20050103,26,103786,8,,Nikolay Davydenko,R,178,RUS,23.5893223819,,,103206,3,,Sebastien Grosjean,R,175,FRA,26.6009582478,,,2-6 6-3 6-2,3,QF,120,2,2,76,55,29,11,12,5,10,2,3,94,55,34,12,13,8,15
2005-451,Doha,Hard,32,A,20050103,27,103344,6,,Ivan Ljubicic,R,193,CRO,25.7960301164,,,104745,,,Rafael Nadal,L,185,ESP,18.5872689938,,,6-2 6-7(3) 6-3,3,QF,152,9,3,98,63,48,18,15,7,8,2,3,80,50,35,20,14,2,6
2005-451,Doha,Hard,32,A,20050103,28,102610,,,Albert Costa,R,180,ESP,29.5277207392,,,102148,,,Fabrice Santoro,R,178,FRA,32.0684462697,,,6-2 3-0 RET,3,QF,52,5,0,34,20,18,6,5,4,4,1,1,34,22,11,3,6,1,5
2005-451,Doha,Hard,32,A,20050103,29,103819,1,,Roger Federer,R,185,SUI,23.4058863792,,,103786,8,,Nikolay Davydenko,R,178,RUS,23.5893223819,,,6-3 6-4,3,SF,65,7,0,58,37,27,16,10,1,1,0,3,52,44,32,2,9,4,6
2005-451,Doha,Hard,32,A,20050103,30,103344,6,,Ivan Ljubicic,R,193,CRO,25.7960301164,,,102610,,,Albert Costa,R,180,ESP,29.5277207392,,,6-3 7-6(4),3,SF,112,6,0,67,43,32,17,11,1,2,1,1,71,51,36,8,10,7,9
2005-451,Doha,Hard,32,A,20050103,31,103819,1,,Roger Federer,R,185,SUI,23.4058863792,,,103344,6,,Ivan Ljubicic,R,193,CRO,25.7960301164,,,6-3 6-1,3,F,63,3,0,44,31,24,9,8,3,3,0,1,51,31,14,11,8,5,9
2005-1536,Madrid Masters,Hard,48,M,20051017,1,103812,,,Victor Hanescu,R,198,ROU,24.2409308693,42,827,102720,,Q,Tomas Zib,R,178,CZE,29.711156742,63,621,6-1 6-4,3,R64,59,10,1,50,33,25,14,9,3,3,3,3,44,27,20,6,8,2,5
2005-1536,Madrid Masters,Hard,48,M,20051017,2,102845,,,Carlos Moya,R,190,ESP,29.1389459274,33,1005,103835,,,Filippo Volandri,R,183,ITA,24.1149897331,41,836,6-1 6-2,3,R64,65,3,2,49,26,22,15,8,6,6,1,6,52,24,16,9,7,5,9
2005-1536,Madrid Masters,Hard,48,M,20051017,3,102450,,,Tim Henman,R,185,GBR,31.112936345,26,1120,103758,,,Taylor Dent,R,188,USA,24.4818617385,28,1115,6-2 6-4,3,R64,78,3,1,58,34,27,14,9,2,2,5,7,59,22,15,20,9,1,4
2005-1536,Madrid Masters,Hard,48,M,20051017,4,104076,,,Jose Acasuso,R,190,ARG,22.9924709103,55,678,104022,,,Mikhail Youzhny,R,183,RUS,23.3127994524,29,1090,6-7(5) 6-4 2-0 RET,3,R64,104,11,2,81,44,34,19,12,1,3,4,9,82,32,22,25,12,4,8
2005-1536,Madrid Masters,Hard,48,M,20051017,5,103971,,,Karol Beck,R,180,SVK,23.5400410678,45,771,103017,,,Nicolas Kiefer,R,183,GER,28.2847364819,30,1070,6-2 2-1 RET,3,R64,61,3,3,37,12,11,14,5,3,3,2,0,37,21,13,6,6,2,5
2005-1536,Madrid Masters,Hard,48,M,20051017,6,103206,,,Sebastien Grosjean,R,175,FRA,27.3867214237,34,1000,103852,,,Feliciano Lopez,L,188,ESP,24.0739219713,31,1030,7-5 4-6 6-2,3,R64,124,14,2,89,41,30,32,15,0,1,10,7,85,48,35,20,15,4,7
2005-1536,Madrid Masters,Hard,48,M,20051017,7,102860,,Q,Agustin Calleri,R,183,ARG,29.0896646133,61,632,102610,,WC,Albert Costa,R,180,ESP,30.3134839151,102,410,6-0 7-5,3,R64,74,12,1,52,34,29,10,9,3,3,0,2,49,20,13,13,9,1,5
2005-1536,Madrid Masters,Hard,48,M,20051017,8,103018,,,Max Mirnyi,R,196,BLR,28.2819986311,25,1125,103507,,,Juan Carlos Ferrero,R,183,ESP,25.6783025325,16,1425,7-5 7-6(2),3,R64,108,11,1,91,64,48,11,12,10,11,2,1,75,57,37,11,12,1,3
2005-1536,Madrid Masters,Hard,48,M,20051017,9,103252,,Q,Alberto Martin,R,175,ESP,27.1594798084,54,686,102562,,,Jiri Novak,R,190,CZE,30.5735797399,35,950,3-6 7-6(1) 6-4,3,R64,129,12,3,104,64,49,21,15,6,7,7,5,117,77,55,17,16,8,9
2005-1536,Madrid Masters,Hard,48,M,20051017,10,103694,,,Olivier Rochus,R,168,BEL,24.7446954141,24,1135,104607,,,Tomas Berdych,R,196,CZE,20.0821355236,50,736,1-6 7-6(6) 6-3,3,R64,122,4,4,83,52,40,15,13,2,5,19,5,122,69,54,19,15,11,14
2005-1536,Madrid Masters,Hard,48,M,20051017,11,104269,,WC,Fernando Verdasco,L,188,ESP,21.9219712526,39,885,103908,,,Paul Henri Mathieu,R,185,FRA,23.7618069815,57,673,6-4 3-6 6-3,3,R64,108,15,7,78,46,38,15,14,2,4,0,4,83,57,37,12,14,3,6
2005-1536,Madrid Masters,Hard,48,M,20051017,12,103294,,Q,Christophe Rochus,R,170,BEL,26.8391512663,52,720,104792,,,Gael Monfils,R,193,FRA,19.1266255989,37,894,6-4 6-4,3,R64,58,1,4,53,35,27,11,10,0,1,10,1,55,35,23,10,10,1,4
2005-1536,Madrid Masters,Hard,48,M,20051017,13,103781,,,Jurgen Melzer,L,183,AUT,24.4052019165,51,730,102434,,,Vincent Spadea,R,183,USA,31.2470910335,62,625,3-6 6-4 6-4,3,R64,100,4,0,87,66,43,14,14,6,9,4,3,97,57,40,18,15,4,8
2005-1536,Madrid Masters,Hard,48,M,20051017,14,103428,,Q,Juan Ignacio Chela,R,190,ARG,26.1327857632,47,755,103454,,WC,Nicolas Massu,R,183,CHI,26.0205338809,49,740,6-2 6-3,3,R64,128,3,0,42,23,21,15,9,0,0,0,4,47,26,18,10,8,5,8
2005-1536,Madrid Masters,Hard,48,M,20051017,15,103163,,,Tommy Haas,R,188,GER,27.5400410678,40,845,102318,,,Andrei Pavel,R,183,ROU,31.7207392197,48,755,7-6(4) 6-2,3,R64,79,8,5,68,38,34,15,10,3,3,6,1,65,30,21,18,10,0,2
2005-1536,Madrid Masters,Hard,48,M,20051017,16,103333,,Q,Ivo Karlovic,R,208,CRO,26.6338124572,86,470,102257,,,Greg Rusedski,L,193,GBR,32.1122518823,38,893,6-7(5) 7-6(2) 7-6(3),3,R64,137,24,5,103,70,67,20,18,2,2,9,10,116,60,49,35,18,3,3
2005-1536,Madrid Masters,Hard,48,M,20051017,17,104745,1,,Rafael Nadal,L,185,ESP,19.3730321697,2,4475,103812,,,Victor Hanescu,R,198,ROU,24.2409308693,42,827,7-6(5) 6-3,3,R32,100,2,1,54,36,29,13,10,0,1,9,1,73,51,30,13,11,3,6
2005-1536,Madrid Masters,Hard,48,M,20051017,18,103990,13,,Tommy Robredo,R,180,ESP,23.4633812457,17,1420,102845,,,Carlos Moya,R,190,ESP,29.1389459274,33,1005,6-4 3-6 6-1,3,R32,95,2,1,75,42,32,23,13,4,5,4,4,72,33,28,19,13,4,7
2005-1536,Madrid Masters,Hard,48,M,20051017,19,103285,10,,Radek Stepanek,R,185,CZE,26.8884325804,14,1530,102450,,,Tim Henman,R,185,GBR,31.112936345,26,1120,6-4 1-6 6-3,3,R32,110,5,2,77,55,37,11,13,3,6,4,3,79,43,29,23,13,5,8
2005-1536,Madrid Masters,Hard,48,M,20051017,20,104076,,,Jose Acasuso,R,190,ARG,22.9924709103,55,678,103292,7,,Gaston Gaudio,R,175,ARG,26.855578371,11,1725,7-6(4) 6-2,3,R32,96,7,0,63,38,30,15,10,1,2,3,3,66,33,24,16,10,2,5
2005-1536,Madrid Masters,Hard,48,M,20051017,21,103786,3,,Nikolay Davydenko,R,178,RUS,24.3750855578,8,2000,103971,,,Karol Beck,R,180,SVK,23.5400410678,45,771,6-4 6-1,3,R32,73,1,2,50,39,26,6,8,4,6,6,6,63,28,20,8,9,7,13
2005-1536,Madrid Masters,Hard,48,M,20051017,22,104068,16,,Robby Ginepri,R,183,USA,23.0280629706,21,1270,103206,,,Sebastien Grosjean,R,175,FRA,27.3867214237,34,1000,4-6 6-4 6-4,3,R32,112,7,2,85,51,38,20,15,5,7,14,0,91,51,38,21,15,3,6
2005-1536,Madrid Masters,Hard,48,M,20051017,23,103970,11,,David Ferrer,R,175,ESP,23.5427789185,18,1380,102860,,Q,Agustin Calleri,R,183,ARG,29.0896646133,61,632,6-3 4-6 6-4,3,R32,113,6,5,96,53,41,19,14,7,9,6,6,83,46,35,16,15,2,6
2005-1536,Madrid Masters,Hard,48,M,20051017,24,103264,6,,Mariano Puerta,L,180,ARG,27.0773442847,10,1784,103018,,,Max Mirnyi,R,196,BLR,28.2819986311,25,1125,7-6(5) 7-6(5),3,R32,108,6,5,89,55,41,20,12,3,4,16,0,82,57,40,18,12,5,6
2005-1536,Madrid Masters,Hard,48,M,20051017,25,103344,8,,Ivan Ljubicic,R,193,CRO,26.5817932923,12,1640,103252,,Q,Alberto Martin,R,175,ESP,27.1594798084,54,686,6-3 7-6(7),3,R32,79,11,2,64,36,32,18,11,0,0,3,1,59,29,23,20,10,0,1
2005-1536,Madrid Masters,Hard,48,M,20051017,26,103694,,,Olivier Rochus,R,168,BEL,24.7446954141,24,1135,104339,12,,Mario Ancic,R,196,CRO,21.5496235455,20,1360,1-6 6-4 7-6(5),3,R32,134,1,4,98,63,39,21,15,4,8,18,2,92,53,44,15,14,3,5
2005-1536,Madrid Masters,Hard,48,M,20051017,27,103602,15,,Fernando Gonzalez,R,183,CHI,25.2183436003,19,1360,104269,,WC,Fernando Verdasco,L,188,ESP,21.9219712526,39,885,6-3 1-6 6-3,3,R32,108,6,2,86,55,39,15,13,2,4,7,12,93,55,39,16,12,6,8
2005-1536,Madrid Masters,Hard,48,M,20051017,28,103909,4,,Guillermo Coria,R,175,ARG,23.7590691307,7,2110,103294,,Q,Christophe Rochus,R,170,BEL,26.8391512663,52,720,6-3 6-4,3,R32,87,4,10,67,38,25,13,10,3,6,0,5,61,38,16,12,9,4,9
2005-1536,Madrid Masters,Hard,48,M,20051017,29,103900,5,,David Nalbandian,R,180,ARG,23.7919233402,9,1905,103781,,,Jurgen Melzer,L,183,AUT,24.4052019165,51,730,7-6(1) 6-3,3,R32,77,4,1,58,41,34,11,11,0,1,2,1,63,40,24,13,10,2,4
2005-1536,Madrid Masters,Hard,48,M,20051017,30,102563,9,,Thomas Johansson,R,180,SWE,30.5681040383,15,1505,103428,,Q,Juan Ignacio Chela,R,190,ARG,26.1327857632,47,755,7-6(2) 6-3,3,R32,79,13,0,64,40,34,12,11,1,2,7,0,61,31,22,17,10,5,7
2005-1536,Madrid Masters,Hard,48,M,20051017,31,103103,14,,Dominik Hrbaty,R,183,SVK,27.7837097878,22,1241,103163,,,Tommy Haas,R,188,GER,27.5400410678,40,845,6-4 6-2,3,R32,63,7,0,65,41,28,15,9,5,5,5,3,47,31,22,7,9,3,6
2005-1536,Madrid Masters,Hard,48,M,20051017,32,103333,,Q,Ivo Karlovic,R,208,CRO,26.6338124572,86,470,104053,2,,Andy Roddick,R,188,USA,23.1321013005,3,3115,3-6 7-6(7) 7-6(3),3,R32,126,17,1,96,62,52,24,16,2,3,14,5,108,69,58,24,17,2,2
2005-1536,Madrid Masters,Hard,48,M,20051017,33,104745,1,,Rafael Nadal,L,185,ESP,19.3730321697,2,4475,103990,13,,Tommy Robredo,R,180,ESP,23.4633812457,17,1420,6-2 6-4,3,R16,79,2,2,50,33,25,10,9,0,1,1,3,51,35,21,6,9,2,6
2005-1536,Madrid Masters,Hard,48,M,20051017,34,103285,10,,Radek Stepanek,R,185,CZE,26.8884325804,14,1530,104076,,,Jose Acasuso,R,190,ARG,22.9924709103,55,678,7-6(3) 4-6 7-6(5),3,R16,155,6,3,112,74,55,23,17,3,4,20,5,120,61,53,28,17,6,6
2005-1536,Madrid Masters,Hard,48,M,20051017,35,104068,16,,Robby Ginepri,R,183,USA,23.0280629706,21,1270,103786,3,,Nikolay Davydenko,R,178,RUS,24.3750855578,8,2000,6-3 7-5,3,R16,84,3,1,72,43,27,18,11,3,5,2,2,66,44,23,14,10,5,9
2005-1536,Madrid Masters,Hard,48,M,20051017,36,103970,11,,David Ferrer,R,175,ESP,23.5427789185,18,1380,103264,6,,Mariano Puerta,L,180,ARG,27.0773442847,10,1784,6-7(5) 6-1 6-4,3,R16,135,11,1,92,61,50,20,15,1,1,10,3,111,78,57,12,14,8,11
2005-1536,Madrid Masters,Hard,48,M,20051017,37,103344,8,,Ivan Ljubicic,R,193,CRO,26.5817932923,12,1640,103694,,,Olivier Rochus,R,168,BEL,24.7446954141,24,1135,6-4 6-4,3,R16,72,20,0,47,30,28,12,10,0,0,1,1,78,54,34,12,10,7,9
2005-1536,Madrid Masters,Hard,48,M,20051017,38,103602,15,,Fernando Gonzalez,R,183,CHI,25.2183436003,19,1360,103909,4,,Guillermo Coria,R,175,ARG,23.7590691307,7,2110,7-5 6-3,3,R16,91,5,3,59,33,27,14,11,2,4,0,3,78,47,27,13,10,7,11
2005-1536,Madrid Masters,Hard,48,M,20051017,39,103900,5,,David Nalbandian,R,180,ARG,23.7919233402,9,1905,102563,9,,Thomas Johansson,R,180,SWE,30.5681040383,15,1505,6-3 7-5,3,R16,83,4,2,66,44,35,13,11,0,0,9,2,67,41,28,12,10,3,5
2005-1536,Madrid Masters,Hard,48,M,20051017,40,103333,,Q,Ivo Karlovic,R,208,CRO,26.6338124572,86,470,103103,14,,Dominik Hrbaty,R,183,SVK,27.7837097878,22,1241,7-6(9) 7-6(3),3,R16,97,25,2,82,58,46,18,12,0,0,1,6,79,42,39,21,12,1,1
2005-1536,Madrid Masters,Hard,48,M,20051017,41,104745,1,,Rafael Nadal,L,185,ESP,19.3730321697,2,4475,103285,10,,Radek Stepanek,R,185,CZE,26.8884325804,14,1530,7-6(9) 6-4,3,QF,111,0,2,87,59,39,18,11,3,4,11,2,72,49,36,10,11,2,4
2005-1536,Madrid Masters,Hard,48,M,20051017,42,104068,16,,Robby Ginepri,R,183,USA,23.0280629706,21,1270,103970,11,,David Ferrer,R,175,ESP,23.5427789185,18,1380,6-1 6-4,3,QF,76,1,0,63,35,23,19,9,0,0,1,0,56,34,18,11,8,1,4
2005-1536,Madrid Masters,Hard,48,M,20051017,43,103344,8,,Ivan Ljubicic,R,193,CRO,26.5817932923,12,1640,103602,15,,Fernando Gonzalez,R,183,CHI,25.2183436003,19,1360,4-6 7-6(2) 6-4,3,QF,131,19,2,94,56,42,24,16,3,5,11,5,104,63,50,19,16,8,10
2005-1536,Madrid Masters,Hard,48,M,20051017,44,103900,5,,David Nalbandian,R,180,ARG,23.7919233402,9,1905,103333,,Q,Ivo Karlovic,R,208,CRO,26.6338124572,86,470,6-4 7-6(4),3,QF,92,2,3,76,51,37,19,11,2,2,11,4,74,59,45,4,11,3,4
2005-1536,Madrid Masters,Hard,48,M,20051017,45,104745,1,,Rafael Nadal,L,185,ESP,19.3730321697,2,4475,104068,16,,Robby Ginepri,R,183,USA,23.0280629706,21,1270,7-5 7-6(1),3,SF,101,2,2,71,47,32,15,12,0,2,12,0,78,49,36,10,12,5,8
2005-1536,Madrid Masters,Hard,48,M,20051017,46,103344,8,,Ivan Ljubicic,R,193,CRO,26.5817932923,12,1640,103900,5,,David Nalbandian,R,180,ARG,23.7919233402,9,1905,6-3 3-6 6-3,3,SF,128,19,4,91,46,40,22,14,10,11,3,3,91,57,35,20,13,6,8
2005-1536,Madrid Masters,Hard,48,M,20051017,47,104745,1,,Rafael Nadal,L,185,ESP,19.3730321697,2,4475,103344,8,,Ivan Ljubicic,R,193,CRO,26.5817932923,12,1640,3-6 2-6 6-3 6-4 7-6(3),5,F,233,6,2,159,123,88,13,24,8,13,32,6,140,93,72,24,24,5,9
2005-520,Roland Garros,Clay,128,G,20050523,1,103819,1,,Roger Federer,R,185,SUI,23.7891854894,1,6605,104534,,Q,Dudi Sela,R,175,ISR,20.1341546886,264,143,6-1 6-4 6-0,5,R128,89,2,5,75,47,33,14,12,4,6,0,5,79,49,20,12,11,8,16
2005-520,Roland Garros,Clay,128,G,20050523,2,104597,,,Nicolas Almagro,R,183,ESP,19.7535934292,76,506,104259,,,Philipp Kohlschreiber,R,178,GER,21.6016427105,73,538,7-6(4) 6-4 6-3,5,R128,125,7,5,102,67,45,15,15,4,8,5,4,105,55,36,20,16,2,9
2005-520,Roland Garros,Clay,128,G,20050523,3,102494,,Q,Tomas Behrend,R,193,GER,30.4449007529,89,457,103294,,,Christophe Rochus,R,170,BEL,26.4366872005,48,801,4-6 6-2 7-5 6-2,5,R128,156,9,5,105,62,44,27,19,3,6,0,7,145,80,51,28,19,14,21
2005-520,Roland Garros,Clay,128,G,20050523,4,103602,25,,Fernando Gonzalez,R,183,CHI,24.8158795346,26,1200,103566,,,Michael Llodra,L,190,FRA,25.0130047912,52,740,7-6(3) 6-3 6-2,5,R128,90,4,1,80,60,49,14,15,0,1,6,4,92,60,43,14,14,6,10
